2022_12_PVFZCE_ANDEAN_ARC_part1,ROCK TYPE,SIO2,TIO2,AL2O3,FEOT,MGO,CAO,NA2O,K2O,SUM
s_CHA-02-07-JC [25790],VOL,60.706,0.974,16.418,5.500,3.162,5.402,3.983,2.828,98.971
s_901271 [23561],VOL,60.710,0.290,15.890,5.151,3.500,3.850,5.430,0.540,95.361
s_TU-100 [17607],VOL,60.710,0.924,15.165,4.420,2.278,4.935,4.134,3.267,95.833
s_AN15 [5009],VOL,60.710,0.792,17.100,6.030,3.020,5.630,4.320,2.080,99.682
s_116_10AII [20676],VOL,60.710,1.213,16.456,6.860,2.311,5.215,5.046,1.368,99.180
s_302_03CI [20676],VOL,60.713,1.098,17.442,5.910,2.102,4.811,4.995,1.375,98.446
s_LAST-10-03 [20993],VOL,60.720,0.980,15.830,5.720,3.850,5.810,3.510,2.500,98.920
s_16EQ09 [22739],VOL,60.720,0.740,17.760,5.760,2.240,5.430,4.260,2.090,99.000
s_TG 144 [22096],VOL,60.720,0.790,16.650,5.860,3.340,5.550,4.140,2.000,99.050
s_TG-JB-20 [22096],VOL,60.720,0.780,16.200,5.600,3.630,5.840,4.100,2.210,99.080
s_130109_01AII [20676],VOL,60.722,1.113,16.683,6.070,2.155,5.121,5.027,1.468,98.360
s_130109_01AI  [20676],VOL,60.722,1.113,16.683,6.070,2.155,5.121,5.027,1.468,98.360
s_IIES-V-012 [24623],VOL,60.732,0.695,16.017,5.115,3.694,5.680,4.111,2.334,98.378
s_LAST-10-08 [20993],VOL,60.740,0.860,16.320,5.280,2.700,5.520,3.400,2.800,97.620
s_SR5 [19886],VOL,60.740,0.608,17.070,4.960,1.900,6.190,3.780,2.450,97.698
s_TG-JB-25 [22096],VOL,60.740,0.780,16.540,5.580,3.440,5.670,4.310,2.000,99.060
s_PB12020 [19324],VOL,60.744,0.528,17.314,6.160,2.781,5.941,3.329,1.595,98.393
s_47 [4952],VOL,60.750,0.650,17.140,5.344,1.770,5.120,4.290,2.280,97.344
s_CUI 33 [20960],VOL,60.750,0.570,16.970,5.630,2.870,6.120,3.900,1.160,97.970
s_TUNG 38A [22096],VOL,60.750,0.770,16.560,5.710,3.490,5.840,4.030,1.930,99.080
s_TAC-002 [10229],VOL,60.750,0.920,17.660,5.440,2.400,5.510,4.280,2.370,99.330
s_CUI 24A [20960],VOL,60.760,0.550,16.990,5.290,2.570,5.830,3.900,1.190,97.080
s_ANT-14-09 [21645],VOL,60.760,1.060,16.340,7.310,2.190,5.170,4.970,1.520,99.320
s_LAST-10-16 [20993],VOL,60.770,0.850,16.360,5.230,2.680,5.370,3.350,2.830,97.440
s_TUNG 38B [22096],VOL,60.770,0.780,16.350,5.780,3.530,5.820,4.060,1.990,99.080
s_COL-26B [5427],VOL,60.780,0.680,15.460,5.670,4.980,6.040,2.460,2.050,98.120
s_SA-11-54 [20530],VOL,60.790,0.950,16.960,4.700,2.490,5.140,4.510,2.740,98.280
s_CHIC-96H-11  [21032],VOL,60.800,0.950,16.900,4.810,1.410,3.900,2.260,2.270,93.300
s_IP17 [7409],VOL,60.800,0.733,15.100,4.400,1.720,4.910,2.620,3.960,94.243
s_JMI-232 [20737],VOL,60.800,0.550,17.300,4.640,1.660,4.560,4.530,2.490,96.530
s_TS/90/20 [5636],VOL,60.800,0.900,15.880,4.740,2.220,4.300,4.340,3.430,96.610
s_IN01 [22116],VOL,60.800,0.780,16.370,5.380,2.870,5.420,3.440,2.850,97.910
s_BAYO-2-20 [5061],VOL,60.800,0.870,16.070,5.600,3.100,5.400,3.140,2.930,97.910
s_CH DB 90 [20960],VOL,60.800,0.660,17.350,5.280,2.700,5.590,4.330,1.280,97.990
s_LIC-98-37 [13695],VOL,60.800,0.797,16.900,5.160,2.660,5.500,3.820,2.460,98.097
s_CAY 95 [8494],VOL,60.800,0.720,16.300,5.530,3.450,5.650,3.860,1.960,98.270
s_TU-12-63 [24931],VOL,60.800,0.700,17.500,4.770,2.500,5.700,4.100,2.400,98.470
s_MIS-19 [20737],VOL,60.800,0.780,17.150,5.400,2.730,5.450,4.050,2.350,98.710
s_LH E11A [23496],VOL,60.800,0.890,15.900,6.140,3.330,5.780,3.180,3.010,99.030
s_CH DB 17 [20960],VOL,60.800,0.790,17.400,5.620,2.820,6.200,4.490,1.300,99.420
s_LM-156 [4251],VOL,60.800,1.000,16.090,5.980,3.720,6.010,3.580,2.600,99.780
s_ANP682 [6304],VOL,60.800,0.600,16.700,5.180,5.140,6.300,4.000,2.080,100.800
s_CL35 [24938],VOL,60.820,0.610,18.140,5.900,2.420,6.540,4.160,0.850,99.440
s_11M [20337],VOL,60.830,0.920,16.310,5.610,4.000,5.750,3.950,1.990,99.360
s_FG-II-210A2 [4251],VOL,60.840,0.850,15.870,5.270,3.180,5.680,3.300,2.870,97.860
s_83-212A [4437],VOL,60.840,0.760,15.510,5.020,4.140,6.110,4.010,2.100,98.490
s_CHA-14-02 [25790],VOL,60.841,0.995,16.538,5.480,2.964,5.494,4.126,2.542,98.979
s_N6D [4232],VOL,60.850,0.910,16.380,5.260,2.850,5.480,3.850,2.420,98.000
s_GU-VT-8 [24351],VOL,60.850,0.760,16.280,5.130,2.160,7.360,3.920,1.550,98.010
s_NEG-80 [25792],VOL,60.850,0.960,16.460,5.170,2.770,5.510,4.500,2.210,98.430
s_CAY 169 [8494],VOL,60.850,0.650,16.050,5.810,3.650,6.260,3.850,1.830,98.950
s_T14-022 [23710],VOL,60.850,0.550,16.920,5.710,3.500,6.480,3.820,1.370,99.200
s_ANT-14-11 [21645],VOL,60.850,1.020,16.740,6.870,2.080,5.030,5.130,1.480,99.200
s_PIC42 [23134],VOL,60.860,0.790,16.560,6.300,1.180,4.750,4.470,0.930,95.840
s_NEG-48 [25792],VOL,60.860,0.920,16.360,4.850,2.600,5.460,4.410,2.320,97.780
s_130122_06A [20676],VOL,60.867,1.210,16.335,6.650,2.193,5.074,5.106,1.374,98.809
s_LSS-145 [4251],VOL,60.870,0.920,16.050,5.700,3.310,5.610,3.540,2.720,98.720
s_T39 [4223],VOL,60.870,0.990,15.640,5.960,4.560,5.730,3.150,2.850,99.750
s_CHA-02-31 [25790],VOL,60.879,0.704,19.164,5.130,2.139,4.870,3.812,2.372,99.070
s_PACHAR2 [24869],VOL,60.880,0.910,16.330,4.880,2.020,4.570,4.240,3.220,97.050
s_AN-20 [5009],VOL,60.880,0.830,16.460,6.060,3.210,5.550,4.420,2.210,99.620
s_130126_01B [20676],VOL,60.899,1.137,16.876,6.190,2.229,5.221,5.055,1.430,99.036
s_AZU-16-02 [25697],VOL,60.900,0.580,14.900,4.440,1.930,4.320,3.280,3.110,93.460
s_1742 [23057],VOL,60.900,1.020,16.110,5.570,0.680,4.660,4.920,2.530,96.390
s_5213-14 [5061],VOL,60.900,0.810,16.640,4.920,2.530,5.140,3.360,2.700,97.000
s_JMI-106 [20737],VOL,60.900,0.750,17.000,5.040,1.630,4.660,4.610,2.620,97.210
s_AR29 [5168],VOL,60.900,0.800,16.600,4.860,2.800,5.500,3.700,2.200,97.360
s_LIC-98-11 [13695],VOL,60.900,0.862,16.700,5.090,2.510,5.450,3.810,2.310,97.632
s_TU-12-60 [24931],VOL,60.900,0.700,17.000,5.220,2.300,5.100,3.800,2.700,97.720
s_VPM 10 [24851],VOL,60.900,0.540,15.360,4.900,4.320,5.980,4.320,1.530,97.850
s_TU-12-21 [24931],VOL,60.900,0.700,17.400,4.680,2.300,5.600,4.200,2.400,98.180
s_AZU-17-04 [25697],VOL,60.900,0.590,18.100,4.700,1.880,5.610,4.050,2.560,98.390
s_128/62 [9337],VOL,60.900,0.900,16.700,5.165,2.900,5.200,4.100,2.600,98.465
s_BAR-02-17 [13695],VOL,60.900,1.006,16.500,4.970,2.230,4.360,5.140,3.400,98.506
s_LT8B [20337],VOL,60.900,0.750,17.340,5.260,2.460,5.340,4.070,2.420,98.540
s_17EQ114 [22739],VOL,60.900,0.730,16.240,5.610,4.100,5.850,4.140,1.520,99.090
s_CO01 [22116],VOL,60.900,0.860,17.410,4.980,2.400,5.070,4.090,3.440,99.150
s_83-219 [4437],VOL,60.900,0.740,16.070,4.980,5.190,5.430,4.160,2.000,99.470
s_LAST-10-09 [20993],VOL,60.910,0.950,15.890,5.590,3.590,5.790,3.510,2.560,98.790
s_LAST-10-11 [20993],VOL,60.910,0.950,15.890,5.590,3.590,5.790,3.510,2.560,98.790
s_AG14-041 [21640],VOL,60.910,0.720,17.300,5.360,2.990,5.530,4.430,1.760,99.000
s_130129_07A [20676],VOL,60.915,1.093,17.200,5.620,1.859,4.489,5.120,1.484,97.780
s_TU 07 10 12 01 [21643],VOL,60.917,0.823,16.265,5.630,3.560,5.656,4.081,2.214,99.145
s_AN28-3 [23172],VOL,60.918,1.013,16.839,6.740,2.066,4.978,5.146,1.471,99.171
s_C702 [20337],VOL,60.920,0.770,17.380,5.060,2.500,5.870,4.090,2.420,99.010
s_TUNG-MAA-03 [20960],VOL,60.920,0.820,16.260,5.630,3.560,5.660,4.080,2.210,99.140
s_OLC-001 [10229],VOL,60.920,0.840,17.630,5.270,2.590,5.070,4.050,2.970,99.340
s_88048  [21032],VOL,60.928,1.099,15.966,5.052,1.694,4.673,2.980,2.728,95.120
s_AG14-048 [21640],VOL,60.930,0.550,16.910,5.480,3.100,6.060,3.980,1.730,98.740
s_CHF3-P6-C [24927],VOL,60.930,0.920,18.310,5.940,2.300,6.120,4.460,1.010,99.990
s_TUN-4 [17607],VOL,60.940,1.030,15.805,4.860,2.116,4.969,4.229,3.207,97.156
s_PU14 [3461],VOL,60.940,0.950,16.280,5.900,4.400,6.120,3.080,2.800,100.470
s_CVC-17 [24275],VOL,60.960,0.510,15.460,6.080,4.620,6.430,3.790,1.240,99.090
s_NEG-82 [25792],VOL,60.970,0.960,16.210,5.130,2.820,5.490,4.390,2.430,98.400
s_FP-131 [4251],VOL,60.970,0.980,16.330,5.800,3.590,6.020,3.360,2.630,99.680
s_CHA-02-24 [25790],VOL,60.976,0.932,16.335,5.470,3.287,5.479,3.845,2.689,99.012
s_JK 259A [18493],VOL,60.980,1.080,16.330,6.600,1.610,4.400,5.000,1.120,97.120
s_LAST-10-14 [20993],VOL,60.980,0.870,16.030,5.050,2.750,5.460,3.410,2.780,97.330
s_T14-067 [23710],VOL,60.980,0.500,16.920,5.400,3.190,6.070,3.580,1.530,98.170
s_LM-116B [4251],VOL,60.980,1.000,15.830,5.980,3.500,5.860,3.340,2.720,99.210
s_LAST-10-15 [20993],VOL,60.990,0.910,16.390,5.210,2.780,5.160,3.410,2.710,97.560
s_TS/90/15 [5636],VOL,60.990,0.930,16.390,5.360,2.390,4.790,4.000,3.080,97.930
s_TU-12-98B [24931],VOL,61.000,0.600,17.600,3.600,1.100,2.400,2.700,3.400,92.400
s_IP8 [7409],VOL,61.000,0.880,16.100,5.370,2.570,5.230,2.220,3.070,96.440
s_JMI-208 [20737],VOL,61.000,0.620,17.140,5.040,2.350,4.930,4.430,2.220,97.730
s_BAR-02-11 [13695],VOL,61.000,0.876,15.800,5.450,2.690,4.700,3.520,3.910,97.946
s_PAR 03-02 [13542],VOL,61.000,1.110,15.700,5.160,2.730,4.830,4.260,3.190,97.980
s_T14-014 [23710],VOL,61.000,0.540,16.740,5.370,3.210,6.100,3.760,1.550,98.270
s_CAY 157 [8494],VOL,61.000,0.650,16.100,5.530,3.450,5.820,3.930,1.900,98.380
s_CAY 106B [8494],VOL,61.000,0.850,18.300,4.890,1.690,5.170,4.360,2.130,98.390
s_JMI-125 [20737],VOL,61.000,0.680,17.150,5.220,2.560,5.240,4.400,2.260,98.510
s_237/62 [9337],VOL,61.000,0.800,17.900,4.937,2.300,5.700,3.900,2.000,98.537
s_PUL-2 [20960],VOL,61.000,0.560,15.750,6.070,4.350,6.000,3.900,1.070,98.700
s_CAY 106A [8494],VOL,61.000,0.860,18.300,5.040,1.680,5.320,4.400,2.100,98.700
s_MIS-21 [20737],VOL,61.000,0.750,17.050,5.490,2.700,5.520,4.010,2.220,98.740
s_TG 313 [22096],VOL,61.000,0.720,16.280,5.760,3.600,5.910,3.890,1.910,99.070
s_S-15-02 [24922],VOL,61.000,0.700,16.200,6.300,3.100,5.800,2.900,3.100,99.100
s_JMI-66 [20737],VOL,61.000,0.790,17.200,5.400,2.640,5.170,4.390,2.570,99.160
s_TTC9 [7439],VOL,61.000,0.750,16.800,5.706,2.800,5.600,4.380,2.500,99.536
s_CM04-54  [21870],VOL,61.000,1.100,16.200,6.000,4.500,4.800,2.500,3.500,99.600
s_PB12010 [19324],VOL,61.009,0.510,17.294,6.220,2.832,6.255,3.273,1.551,98.944
s_LP 23 [20236],VOL,61.010,0.140,19.340,1.660,0.150,1.350,7.160,6.040,96.850
s_C-INKA1F [22798],VOL,61.020,0.780,16.030,5.070,3.290,5.540,3.840,2.380,97.950
s_CN-11-03 [19996],VOL,61.020,0.650,17.870,5.720,2.060,6.010,4.690,0.870,98.890
s_PANI 16 03 [22067],VOL,61.030,0.940,16.760,5.130,1.860,5.190,3.750,2.890,97.550
s_TU-102B [17607],VOL,61.030,0.987,16.078,4.980,2.641,5.296,4.273,2.904,98.189
s_LT8A [20337],VOL,61.030,0.720,17.590,5.160,2.410,5.370,3.990,2.430,98.700
s_T14-025 [23710],VOL,61.030,0.540,17.020,5.490,3.220,6.240,3.910,1.400,98.850
s_LU-142A [4251],VOL,61.040,0.990,15.640,6.160,4.080,5.840,3.540,2.590,99.880
s_NEG-102 [25792],VOL,61.050,0.940,16.490,5.190,2.900,5.570,4.420,2.340,98.900
s_F-90 [7944],VOL,61.050,0.820,17.410,5.299,2.650,5.510,4.110,2.480,99.329
s_II23 [4223],VOL,61.050,1.230,17.460,5.230,2.660,5.070,2.890,3.880,99.470
s_SA-11-28 [20530],VOL,61.060,0.930,16.110,4.880,2.660,4.810,4.180,2.930,97.560
s_CVC-19 [24275],VOL,61.060,0.500,15.450,6.140,4.620,6.530,3.670,1.130,99.100
s_229_02A [20676],VOL,61.060,1.097,17.049,6.240,1.437,3.791,5.131,1.636,97.441
s_Q20 [24347],VOL,61.062,1.183,16.067,6.090,2.263,4.618,4.233,2.747,98.264
s_16EQ34 [22739],VOL,61.070,0.730,16.020,5.530,4.230,5.740,4.210,1.580,99.110
s_CAL-153 [7894],VOL,61.080,1.010,16.010,4.580,2.250,4.640,4.250,3.560,97.380
s_A2273(2) [23729],VOL,61.080,0.950,16.280,6.090,1.240,5.480,5.270,1.630,98.020
s_16EQ10 [22739],VOL,61.080,0.770,17.370,5.680,2.470,5.590,4.030,2.040,99.030
s_16P [4232],VOL,61.080,0.630,17.820,5.593,3.870,5.680,3.900,1.030,99.603
s_A2273(1) [23729],VOL,61.090,0.910,16.260,5.950,1.180,5.350,5.170,1.680,97.590
s_AG14-013 [21640],VOL,61.090,0.600,17.070,5.160,2.670,5.280,4.370,2.120,98.360
s_TUNG4 [22096],VOL,61.090,0.720,16.480,5.610,3.420,5.830,3.920,2.010,99.080
s_CHIC-96H-13  [21032],VOL,61.100,0.950,16.400,4.350,1.570,4.370,2.110,2.640,93.490
s_TU-12-51 [24931],VOL,61.100,0.700,16.700,4.140,2.200,4.800,3.900,2.900,96.440
s_ZAP-1 [13695],VOL,61.100,0.520,17.260,4.682,2.140,5.430,3.760,2.000,96.892
s_CAY 44C [8494],VOL,61.100,0.680,17.150,5.250,2.600,5.050,4.080,1.710,97.620
s_CH DB 129A [20960],VOL,61.100,0.700,16.200,5.130,3.100,5.600,4.130,1.740,97.700
s_TU-12-56 [24931],VOL,61.100,0.900,16.900,4.590,2.400,5.200,4.100,2.700,97.890
s_TA-414 [14346],VOL,61.100,0.770,16.460,5.330,2.490,5.120,3.170,3.570,98.010
s_CH DB 127C2 [20960],VOL,61.100,0.680,16.300,5.170,3.360,5.850,3.970,1.600,98.030
s_BAR-00-39 [13695],VOL,61.100,0.605,17.400,5.070,2.100,5.220,3.990,2.660,98.145
s_CH DB 127C1 [20960],VOL,61.100,0.690,16.250,5.270,3.430,5.900,3.980,1.580,98.200
s_CHI-33 [20960],VOL,61.100,0.510,16.850,6.120,2.700,6.100,3.420,1.500,98.300
s_COR-00-05 [13695],VOL,61.100,0.991,16.500,5.170,2.340,4.800,4.490,2.930,98.321
s_CAY 9C [8494],VOL,61.100,0.620,16.440,5.510,3.480,5.600,3.900,1.830,98.480
s_BLAN-2-23 [5061],VOL,61.100,0.980,16.520,5.190,2.800,5.360,4.120,2.770,98.840
s_JL-02 [4431],VOL,61.100,0.960,17.620,5.300,2.420,4.430,3.200,3.810,98.840
s_TTC-8 [16234] / s_TTC8 [7439],VOL,61.100,0.670,17.200,4.337,3.200,5.500,5.140,2.000,99.147
s_YU-12-51 [23780],VOL,61.100,0.810,17.200,5.500,2.860,5.580,3.570,2.710,99.330
s_THML33 [5426],VOL,61.100,0.700,16.100,5.305,5.400,6.000,3.700,2.000,100.305
s_PB12001 [19324],VOL,61.107,0.521,17.359,6.170,2.803,6.227,3.344,1.552,99.082
s_N-119 [5906],VOL,61.110,0.860,16.220,4.161,2.140,6.600,3.580,2.070,96.741
s_NB4/99 [7067],VOL,61.110,0.790,16.490,5.250,1.570,5.530,3.010,3.690,97.440
s_8 [4889],VOL,61.110,0.840,16.000,5.094,3.750,5.060,2.900,3.240,97.994
s_T14-079 [23710],VOL,61.110,0.590,17.280,5.460,2.940,6.030,3.710,1.320,98.440
s_TS/90/10 [5636],VOL,61.110,1.040,16.370,5.630,2.590,4.920,4.220,2.980,98.860
s_CA-1604 [23001],VOL,61.112,0.741,16.370,5.000,3.915,5.384,4.017,2.599,99.138
s_CA-1608 [23001],VOL,61.115,0.802,16.580,4.920,3.472,5.311,4.270,2.690,99.160
s_ARA-10 [23278],VOL,61.120,0.700,15.930,4.950,2.940,5.040,3.620,2.970,97.270
s_IVC-2 [24275],VOL,61.120,0.580,16.550,5.910,3.200,6.550,3.700,1.380,98.990
s_CVC-4 [24275],VOL,61.120,0.530,15.070,6.240,4.690,6.600,3.680,1.130,99.060
s_ANP681 [6304],VOL,61.120,0.660,17.100,5.170,4.750,6.060,4.180,2.240,101.280
s_NEG-31 [25792],VOL,61.130,1.010,16.130,4.980,2.780,5.340,4.370,2.250,97.990
s_IVC-3 [24275],VOL,61.130,0.570,16.750,5.780,3.160,6.530,3.730,1.350,99.000
s_FH-158B [4251],VOL,61.130,1.020,16.190,5.920,3.200,5.770,3.780,2.650,99.660
s_120395-7 [6222],VOL,61.140,0.400,15.480,3.303,0.980,6.010,2.440,4.880,94.633
s_JMI-64 [20737],VOL,61.150,0.750,17.250,5.350,2.380,4.680,4.120,2.520,98.200
s_CA-1603 [23001],VOL,61.159,0.738,16.507,4.950,3.805,5.351,4.159,2.497,99.165
s_CA-1626 [23001],VOL,61.160,0.701,16.616,4.700,3.991,5.379,4.253,2.400,99.200
s_130109_07B [20676],VOL,61.165,1.117,16.764,6.060,2.152,5.058,5.058,1.509,98.883
s_PB12002 [19324],VOL,61.176,0.521,17.404,6.210,2.814,6.189,3.325,1.552,99.190
s_JRQ-33-41L [22303],VOL,61.180,0.670,17.900,4.030,2.290,3.820,4.280,3.000,97.170
s_PB12019 [19324],VOL,61.190,0.540,17.200,6.150,2.800,6.170,3.370,1.580,99.000
s_TU-12-20 [24931],VOL,61.200,0.900,16.200,4.590,2.100,4.500,4.100,3.000,96.590
s_LH C44 [23496],VOL,61.200,0.540,17.650,3.370,3.430,3.520,3.830,3.370,96.910
s_BI10-03  [21870],VOL,61.200,0.900,15.700,4.900,4.000,5.000,2.200,3.200,97.100
s_A2269 [23729],VOL,61.200,0.970,15.900,5.970,1.110,5.230,4.780,1.990,97.150
s_AR50 [5168],VOL,61.200,0.900,15.700,5.130,2.700,5.300,3.500,2.800,97.230
s_T14-078 [23710],VOL,61.200,0.580,17.010,5.190,2.690,5.770,3.660,1.380,97.480
s_GAL15 [20960],VOL,61.200,0.570,16.700,5.490,2.730,6.050,3.680,1.140,97.560
s_GAL17 [20960],VOL,61.200,0.570,16.700,5.490,2.730,6.050,3.680,1.140,97.560
s_MQ28 [20547],VOL,61.200,0.870,17.480,4.670,2.060,4.980,4.300,2.500,98.060
s_PAR 03-03 [13542],VOL,61.200,1.110,15.800,5.210,2.720,4.820,4.230,3.230,98.320
s_CAY 110A [8494],VOL,61.200,0.610,16.250,5.470,3.600,5.910,3.970,1.760,98.770
s_D-143 [4251],VOL,61.200,1.020,16.000,6.020,3.180,5.670,3.250,2.670,99.010
s_Q-94 [5325],VOL,61.200,0.760,16.990,5.370,2.800,5.200,4.800,2.240,99.360
s_I-117 [5906],VOL,61.210,0.630,15.310,4.300,1.560,4.840,2.520,3.350,93.720
s_T14-081 [23710],VOL,61.210,0.660,17.180,5.640,2.810,6.080,3.690,1.570,98.840
s_TR01 [22753],VOL,61.220,0.370,17.930,4.400,1.840,4.300,3.250,3.480,96.790
s_NB13/99 [7067],VOL,61.220,0.790,16.850,5.400,0.690,5.700,2.900,3.470,97.020
s_BI10-03 [20396],VOL,61.220,0.930,15.740,5.480,3.970,4.970,2.190,3.230,97.730
s_D18B [24347],VOL,61.225,0.931,16.017,5.640,2.000,4.882,4.699,2.096,97.489
s_DARE-33-SNT  [20576],VOL,61.226,1.045,16.683,6.490,1.910,5.005,4.533,1.899,98.792
s_PUL 2 [24426],VOL,61.227,0.562,15.808,6.100,4.366,6.022,3.914,1.074,99.074
s_16EQ27 [22739],VOL,61.230,0.620,17.410,5.430,2.350,5.810,4.490,1.690,99.030
s_T14-005 [23710],VOL,61.240,0.640,17.200,5.600,2.750,4.770,3.410,1.610,97.220
s_CUI 32 [20960],VOL,61.240,0.580,16.900,5.700,2.910,6.090,3.840,1.150,98.410
s_4 [4889],VOL,61.240,1.050,14.050,5.251,4.000,5.900,3.330,3.730,98.551
s_AG14-022 [21640],VOL,61.240,0.530,17.200,5.020,3.330,6.170,4.400,0.980,98.870
s_CL143 [24574],VOL,61.241,1.095,16.229,6.516,2.106,5.105,4.164,1.149,97.604
s_REV 15BP [12670],VOL,61.250,0.610,17.200,5.290,2.350,5.150,4.350,2.430,98.630
s_REV-15BP [20960],VOL,61.250,0.610,17.200,5.290,2.350,5.150,4.350,2.430,98.630
s_T14-080 [23710],VOL,61.250,0.660,17.270,5.650,2.620,5.980,3.670,1.580,98.680
s_IVC-4 [24275],VOL,61.250,0.580,16.520,5.840,3.140,6.540,3.740,1.390,99.000
s_CVC-12 [24275],VOL,61.250,0.510,16.140,5.890,4.300,6.100,3.650,1.250,99.090
s_85-09 [4437],VOL,61.250,0.750,15.390,5.360,4.750,6.010,3.650,2.110,99.270
s_TAC-004 [10229],VOL,61.250,0.910,17.300,5.250,2.440,5.370,4.280,2.500,99.300
s_1532 [23057],VOL,61.258,0.949,18.231,5.887,1.957,6.223,4.286,1.486,100.277
s_CS92-4 [6214],VOL,61.260,0.530,13.700,4.681,4.690,5.410,2.290,2.460,95.021
s_1742 [23057],VOL,61.270,1.110,14.070,8.190,2.720,3.990,4.870,2.100,98.320
s_FC4 [4437],VOL,61.270,0.690,16.680,4.900,3.990,5.660,3.280,1.890,98.360
s_COL-26A [5427],VOL,61.270,0.680,15.830,5.570,4.760,6.060,3.470,2.050,99.690
s_TARA-96H-29A  [21032],VOL,61.270,1.082,15.937,5.240,1.748,4.601,3.286,3.076,96.239
s_116_10AI [20676],VOL,61.277,1.231,16.502,6.920,2.297,5.175,5.159,1.301,99.861
s_210495-3 [6222],VOL,61.280,0.800,17.140,5.086,2.590,5.380,4.100,1.620,97.996
s_150413-5 [21645],VOL,61.280,1.000,16.700,7.100,1.990,4.930,5.150,1.450,99.600
s_AT11 [5009],VOL,61.280,0.567,16.290,6.890,3.700,6.040,3.810,1.200,99.777
s_CNE 94-161 [13695],VOL,61.300,0.553,17.400,2.610,1.960,5.080,4.330,2.240,95.473
s_UBI-10-07 [24348],VOL,61.300,0.670,15.970,4.890,1.890,4.450,3.540,3.350,96.060
s_AZU-17-10 [25697],VOL,61.300,0.790,17.100,5.850,1.130,4.660,2.980,2.550,96.360
s_DAN63C [20960],VOL,61.300,0.530,16.500,4.980,2.420,5.650,4.340,0.960,96.680
s_YU-12-28 [23780],VOL,61.300,0.810,16.300,5.190,2.530,4.960,3.900,2.690,97.680
s_LH E181 [23496],VOL,61.300,0.850,14.650,5.530,3.280,5.280,3.690,3.280,97.860
s_MIS-7 [20737],VOL,61.300,0.690,17.050,5.230,2.630,5.250,4.220,2.300,98.670
s_RIO 65 [20960],VOL,61.300,0.710,16.500,5.510,3.320,5.480,4.240,1.730,98.790
s_TU 08 10 12 06 [21643],VOL,61.300,0.710,16.200,5.450,3.650,5.660,3.950,2.090,99.010
s_TU 08 10 12 07 [21643],VOL,61.300,0.710,16.200,5.450,3.650,5.660,3.950,2.090,99.010
s_TU 09 10 12 01 [21643],VOL,61.300,0.710,16.200,5.450,3.650,5.660,3.950,2.090,99.010
s_CAY 98 [8494],VOL,61.300,0.710,16.200,5.350,3.700,5.950,3.950,1.940,99.100
s_AA-023 [22798],VOL,61.310,0.720,17.020,4.690,2.270,4.920,3.490,2.990,97.410
s_T14-012 [23710],VOL,61.310,0.660,16.900,5.360,2.810,6.010,3.940,1.460,98.450
s_ATVIU [5009],VOL,61.310,0.590,15.410,6.360,4.970,5.930,3.990,1.230,99.790
s_245 [4952],VOL,61.320,0.680,16.400,4.936,2.330,4.960,4.080,3.500,98.206
s_TUNG 5 [21643],VOL,61.340,0.700,15.420,4.840,2.700,4.680,3.860,2.620,96.160
s_1532 [23057],VOL,61.340,0.780,16.000,5.510,3.220,4.750,4.420,2.150,98.170
s_JK 203 [18493],VOL,61.340,1.020,16.060,6.600,2.120,5.130,5.060,1.150,98.480
s_FL-140B [4251],VOL,61.340,1.030,15.900,5.990,3.130,5.630,3.500,2.710,99.230
s_CL153 [24574],VOL,61.341,1.071,16.146,6.984,2.130,5.192,3.857,1.104,97.824
s_DARE-104C-CQ [20576],VOL,61.346,1.160,16.890,6.280,1.695,4.056,4.783,2.563,98.773
s_TU 07 10 12 13 [21643],VOL,61.369,0.739,16.394,5.310,3.607,5.689,4.137,2.098,99.343
s_TUNG-MAA-10 [20960],VOL,61.370,0.740,16.390,5.310,3.610,5.690,4.140,2.100,99.350
s_VB03 [23546],VOL,61.390,0.741,16.720,4.980,2.240,4.170,3.900,2.500,96.641
s_IIES-V-014 [24623],VOL,61.399,0.634,15.610,4.963,3.647,5.421,4.301,2.309,98.285
s_COR-00-04 [13695],VOL,61.400,0.910,16.200,4.630,2.140,4.590,4.550,3.120,97.540
s_196/66 [9337],VOL,61.400,0.800,16.200,5.017,2.500,5.700,3.000,3.100,97.717
s_JMI-239 [20737],VOL,61.400,0.650,16.500,5.130,2.640,5.000,4.140,2.420,97.880
s_AZU-16-09 [25697],VOL,61.400,0.780,15.800,5.710,3.020,5.150,3.190,2.840,97.890
s_168 [4952],VOL,61.400,0.790,16.560,5.529,2.660,4.520,3.760,2.930,98.149
s_CAY 11A [8494],VOL,61.400,0.700,16.800,5.540,2.490,5.170,4.140,1.960,98.200
s_C10 [3802],VOL,61.400,1.010,16.250,5.042,2.200,4.750,4.450,3.100,98.202
s_QC-212 [4687],VOL,61.400,0.800,17.650,4.810,1.830,5.900,4.650,1.220,98.260
s_PICH8E [7935],VOL,61.400,0.510,16.500,5.510,3.060,5.570,4.000,1.750,98.300
s_TUNG 2 [21643],VOL,61.400,0.770,16.100,5.620,2.900,5.300,4.050,2.280,98.420
s_CIM-35 [20960],VOL,61.400,0.480,17.500,5.450,2.430,6.370,3.860,0.940,98.430
s_SAB-99-01 [13695],VOL,61.400,0.967,16.200,5.160,2.740,5.060,4.300,2.820,98.647
